"gene_ID","169_S169","170_S170","171_S171","172_S172","173_S173","174_S174","175_S175","176_S176"
"ENSG00000284733","0","0","0.955483119572733","5.5976918566017","7.61105383153341","0","4.90717880281455","0"
"ENSG00000187634","794.175488245589","1100.92782239556","511.183468971412","819.128908349383","642.182667035632","1595.32421156149","1172.81573387268","818.428454749659"
"ENSG00000188976","1595.85330903871","1646.52037154735","1432.26919623953","1456.33283135921","1222.52552169005","1407.46172569121","1390.69447271764","1689.97345821817"
"ENSG00000187961","155.405459913105","142.243771743143","94.5928288377006","101.691402061598","102.749226725701","96.442773494901","111.883676704172","104.065075041016"
"ENSG00000187583","0","0","2.8664493587182","0.932948642766951","1.90276345788335","0","0","3.25203359503176"
"ENSG00000187642","10.7176179250417","7.7941792735969","5.7328987174364","0.932948642766951","0","0","1.96287152112582","6.50406719006352"
"ENSG00000188290","577.679606159747","352.68661213026","361.172619198493","477.669705096679","478.545009657663","321.47591164967","424.96168432374","462.872781692854"
"ENSG00000187608","509.08685143948","318.587077808273","594.31050037424","393.704327247653","291.122809056153","299.374442723755","291.486420887184","428.184423345848"
"ENSG00000188157","6143.3385946339","4902.53876309245","5951.70435181855","5596.75890795894","6521.72175189519","3648.75159722376","5062.24565298349","7066.66900200401"
"ENSG00000131591","275.442780673571","263.053550483895","260.846891643356","248.164338976009","261.629975458961","182.83942475075","276.76488447874","289.430989957827"
"ENSG00000162571","9.64585613253752","3.89708963679845","10.5103143153001","3.7317945710678","10.4651990183584","7.03228556733653","2.94430728168873","14.092145578471"
"ENSG00000186891","3.21528537751251","7.7941792735969","0.955483119572733","1.8658972855339","3.80552691576671","2.00922444781044","16.6844079295695","1.08401119834392"
"ENSG00000186827","4.28704717001668","9.74272409199613","7.64386495658187","5.5976918566017","16.1734893920085","3.01383667171566","4.90717880281455","2.16802239668784"
"ENSG00000078808","2746.92547418819","2538.95389837419","2917.08996405555","2643.97645360154","2639.13291608421","2499.47521307619","2702.87408459025","2737.1282758184"
"ENSG00000176022","720.223924562802","873.922351052053","1087.33979007377","753.822503355696","988.485616370402","885.063369260498","762.575585957381","964.769966526088"
"ENSG00000184163","10.7176179250417","20.4597205931919","21.9761117501729","12.1283323559704","15.2221076630668","15.0691833585783","5.88861456337746","10.8401119834392"
"ENSG00000160087","962.442089668744","1030.78020893319","923.952176626833","906.826080769476","916.180604970835","1143.24871080414","866.607776577049","985.366179294623"
"ENSG00000162572","375.116627376459","302.99871926108","264.668824121647","248.164338976009","253.067539898486","180.830200302939","226.711660690032","337.127482684959"
"ENSG00000131584","3410.34602374827","2259.3377169339","2979.19636682778","2071.14598694263","1961.74912507774","1968.03534663032","2552.71441322413","2949.59447069381"
"ENSG00000169972","241.146403313438","311.767170943876","317.220395698147","299.476514328191","282.560373495678","362.665012829784","291.486420887184","302.439124337954"
"ENSG00000127054","2021.34274066286","1988.48998717641","1964.47329384154","1777.26716447104","1801.91699461554","1821.36196194016","2119.90124281588","2030.35297449816"
"ENSG00000224051","693.429879750197","804.74900999888","799.739371082378","766.883784354433","787.744071563708","863.966512558488","769.445636281321","913.821440203924"
"ENSG00000169962","18.2199504725709","9.74272409199613","6.68838183700913","6.53064049936865","11.4165807473001","6.02767334343131","15.7029721690066","3.25203359503176"
"ENSG00000107404","3995.52796245554","3434.31024242864","3385.27669264619","3190.68435826297","2860.80485892762","4154.07154584808","3141.57586956187","3976.1530755255"
"ENSG00000162576","2166.03058265093","2044.99778690999","1441.82402743525","1382.62988858062","2644.84120645786","1517.96907032079","1900.05963244979","1533.87584565665"
"ENSG00000175756","1724.46472413921","1946.59627358083","1851.72628573196","1986.24766045084","1742.93132742115","1937.89697991317","1936.37275559062","1539.29590164837"
"ENSG00000221978","3202.42423600246","2670.48067361614","2442.21485362791","2125.25700822311","2915.0336174773","2855.10794033863","2571.36169267482","3192.41297912284"
"ENSG00000242485","560.53141747968","641.071245253345","576.156321102358","577.495209872742","674.529645819649","643.956435523245","655.599088056024","630.894517436161"
"ENSG00000235098","644.128837295006","731.678579308909","1008.99017426881","855.513905417294","814.382759974075","1298.96360550945","878.385005703804","1309.48552759945"
"ENSG00000205116","5681.4092620646","6988.45599118882","9148.75086990892","7756.53501596443","8668.99031411656","5389.7445812515","7837.7459838554","8315.44990249621"
"ENSG00000179403","7257.97085883823","6675.71454783575","8904.1471912983","7721.08296753928","6916.54516940599","6870.54299928779","6765.03669756014","12383.7439298809"
"ENSG00000215915","159.692507083121","63.3277065979748","67.8393014896641","69.0381995647544","71.3536296706258","77.3551412407019","96.1807045351651","68.2927054956669"
"ENSG00000160072","899.208143910998","693.681955350124","593.355017254667","498.194575237552","604.127397877965","740.399209018147","578.065662971554","765.311906030807"
"ENSG00000197785","717.008639185289","753.112572311301","723.300721516559","681.052509219874","786.792689834767","843.874268080384","680.134982070096","808.672353964564"
"ENSG00000205090","135.041985855525","120.809778740752","106.058626272573","94.227812919462","122.728243033476","90.4151001514697","144.271056802748","65.0406719006352"
"ENSG00000160075","1811.27742933205","1776.09860197089","1809.68502847076","1767.93767804337","1870.41647909934","1907.75861319601","1728.30837435128","1711.65368218505"
"ENSG00000228594","263.653400956026","215.314202433114","218.805634382156","277.085746901784","202.644308264577","94.4335490470906","246.34037590129","229.810374048911"
"ENSG00000197530","2371.80884681173","1715.69371260052","1851.72628573196","1438.60680714664","1594.51577770625","1679.71163836953","1970.72300721032","1901.35564189524"
"ENSG00000189409","21.4352358500834","19.4854481839923","25.7980442284638","12.1283323559704","30.4442153261337","15.0691833585783","15.7029721690066","13.008134380127"
"ENSG00000248333","1495.10770054332","1335.72747301267","1119.82621613924","1421.81373157683","1323.37198495787","1472.76152024505","1492.76379181619","1791.8705108625"
"ENSG00000189339","3693.29113696937","3355.39417728347","3907.92595905248","4027.53929082493","4124.23979496217","2932.46308157933","3029.6921928577","4173.44311362409"
"ENSG00000008128","635.554742954972","447.191035822622","232.182398056174","426.357529744496","267.338265832611","543.495213132724","445.571835295561","389.160020205467"
"ENSG00000008130","1761.97638687685","1792.66123292729","1903.32237418888","1583.21384677552","1630.66828340603","1868.57873646371","1925.57696222443","1815.71875722607"
"ENSG00000078369","13401.3094534721","14945.3387571221","15604.9503088619","16293.015097282","14703.6046207936","15486.097431499","14564.5066867536","13528.4597553321"
"ENSG00000169885","9.64585613253752","0","3.82193247829093","0.932948642766951","0.951381728941677","6.02767334343131","5.88861456337746","2.16802239668784"
"ENSG00000178821","5.35880896252085","0.974272409199613","0","13.9942296415043","2.85414518682503","1.00461222390522","0","5.4200559917196"
"ENSG00000142609","101.817370287896","62.3534341887752","77.3941326853914","49.4462780666484","49.4718499049672","62.2859578821236","58.8861456337746","89.9729294625453"
"ENSG00000187730","112.534988212938","29.2281722759884","35.3528754241911","13.0612809987373","19.9790163077752","10.0461222390522","67.7190674788408","8.67208958675136"
"ENSG00000067606","1979.5440307552","2043.04924209159","2520.56446943287","2185.89867000297","1802.86837634448","1852.50494088122","2438.86786499883","2085.6375456137"
"ENSG00000162585","921.715141553585","733.627124127308","704.191059125104","786.475705852539","894.298825205176","881.044920364877","793.981530295394","924.661552187363"
"ENSG00000157933","7010.39388476977","7030.34970478441","7010.37964830514","6171.45527190338","6992.65570772132","6597.28847438557","7449.09742267248","6866.12693031039"
"ENSG00000116151","382.618959923988","299.101629624281","295.244283947975","236.036006620039","260.678593730019","291.337544932514","297.375035450562","234.146418842287"
"ENSG00000157916","2376.09589398174","2689.96612180013","2768.99008052178","2661.70247781411","2751.39596009933","2813.91883915852","2692.07829122406","2663.41551433101"
"ENSG00000157911","1426.51494582305","2058.63760063878","1905.23334042803","1967.5886875955","1974.11708755398","1816.33890082064","1671.38510023864","1697.56153660658"
"ENSG00000149527","758.807349092952","1901.77974275764","2171.81313078882","1883.62330974647","2094.94256712957","1850.49571643341","2200.37897518204","2679.67568230617"
"ENSG00000157881","833.830674568244","590.409079974965","576.156321102358","640.002768938128","529.919623020514","664.04868000135","585.917149056057","634.146551031193"
"ENSG00000197921","43.9422334926709","40.9194411863837","56.3735040547913","39.1838429962119","32.346978784017","7.03228556733653","45.1460449858938","15.1761567768149"
"ENSG00000157873","774.883775980514","747.266937856103","1063.45271208445","713.705711716717","1106.45695075917","803.689779124175","871.514955379864","1048.23882879857"
"ENSG00000157870","1640.86730432388","1475.04842752821","1715.09219963306","1633.59307348493","1689.65395060042","1761.08522850585","1208.14742125294","1541.46392404505"
"ENSG00000142606","103.960893872904","73.070430689971","98.4147613159915","139.942296415043","175.054238125269","177.816363631224","47.1089165070197","84.5528734708257"
"ENSG00000215912","199.347693405775","161.729219927136","169.120512164374","113.819734417568","232.137141861769","127.585752435963","197.268587873145","185.36591491681"
"ENSG00000142611","735.22858965786","874.896623461252","594.31050037424","640.002768938128","989.436998099344","792.639044661218","881.329312985493","824.932521939723"
